id	lemma	part_of_speech	cefr_level	cefr_basis	cefr_source_id	frequency_band	frequency_basis	frequency_source_id	frequency_rank	provenance_ids	spelling_variants	status
master-resident-adjective	resident	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1589	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-residential-adjective	residential	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3089	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v107	resolve	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1827	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
b1-resource	resource	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	954	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-respect-noun	respect	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	731	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-respect-verb	respect	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	731	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v74	respond	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1166	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-responsibility-noun	responsibility	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1012	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
b1-responsible	responsible	adjective	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1132	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-rest-noun	rest	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	578	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rest-verb	rest	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	578	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-restore-verb	restore	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2150	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-restrict-verb	restrict	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2096	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-result-verb	result	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	283	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-retail-noun	retail	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2087	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-revision-noun	revision	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4542	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-reward-noun	reward	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1798	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rewrite-verb	rewrite	verb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4891	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-ridiculous-adjective	ridiculous	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3442	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-rise-noun	rise	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	512	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rise-verb	rise	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	512	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-risk-noun	risk	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	595	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-robot-noun	robot	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3509	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-room-verb	room	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	304	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-round-adjective	round	adjective	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	569	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-round-noun	round	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	569	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-routine-noun	routine	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2154	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-rush-verb	rush	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1749	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-safety-noun	safety	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1361	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-satellite-noun	satellite	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2932	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-satisfaction-noun	satisfaction	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2183	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-scare-verb	scare	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2206	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-scatter-verb	scatter	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3031	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-scholarship-noun	scholarship	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3381	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-score-noun	score	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	873	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-score-verb	score	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	873	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-scratch-noun	scratch	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3285	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-scream-verb	scream	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2212	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-search-verb	search	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	939	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-season-noun	season	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	800	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-second-adverb	second	adverb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	276	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-secret-adjective	secret	adjective	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1326	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-secure-adjective	secure	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1573	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-security-noun	security	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	591	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-seize-verb	seize	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3033	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-select-adjective	select	adjective	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1223	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-selection-noun	selection	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1697	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sensation-noun	sensation	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3858	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-separation-noun	separation	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3359	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-sequence-noun	sequence	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2010	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-series-noun	series	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	773	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-serious-adjective	serious	adjective	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	846	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-service-noun	service	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	273	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-service-verb	service	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	273	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-session-noun	session	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1608	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-settle-verb	settle	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1353	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-settlement-noun	settlement	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1816	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-severe-adjective	severe	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1997	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-severely-adverb	severely	adverb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3928	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sex-noun	sex	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1113	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shake-verb	shake	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1524	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shallow-adjective	shallow	adjective	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4225	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-shape-verb	shape	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1036	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sharp-adjective	sharp	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1896	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sheer-adjective	sheer	adjective	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3545	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sheet-noun	sheet	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1666	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shift-verb	shift	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1240	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-ship-verb	ship	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1143	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shop-verb	shop	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	487	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shortage-noun	shortage	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3292	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shortly-adverb	shortly	adverb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2886	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-shout-verb	shout	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1716	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-shut-adjective	shut	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1825	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sign-verb	sign	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	550	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-signal-noun	signal	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1552	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-signature-noun	signature	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3204	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-similarity-noun	similarity	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3454	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-simplify-verb	simplify	verb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4290	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-simultaneously-adverb	simultaneously	adverb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3280	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-since-conjunction	since	conjunction	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	241	cefrj-1.5,ngsl-gr-1.0		validated
master-single-noun	single	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	607	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sink-verb	sink	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2155	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-skin-noun	skin	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1511	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slavery-noun	slavery	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4044	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-sleep-noun	sleep	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	877	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slight-noun	slight	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2092	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slightly-adverb	slightly	adverb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1162	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slip-noun	slip	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1860	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slip-verb	slip	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1860	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slot-noun	slot	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3432	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-slow-adverb	slow	adverb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1168	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-slow-verb	slow	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1168	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-smell-verb	smell	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1841	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-smile-verb	smile	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1040	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-socially-adverb	socially	adverb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4087	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-soil-verb	soil	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2072	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-solid-adjective	solid	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2100	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-somehow-adverb	somehow	adverb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1742	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sometime-adverb	sometime	adverb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3633	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-sometimes-adverb	sometimes	adverb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	494	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sort-noun	sort	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	366	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-soul-noun	soul	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1934	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-southern-adjective	southern	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1970	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-specialist-noun	specialist	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2113	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-spectacular-adjective	spectacular	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3500	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-speed-verb	speed	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1156	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sphere-noun	sphere	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4026	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-spirit-noun	spirit	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1383	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-split-noun	split	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1986	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stable-adjective	stable	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1847	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stall-noun	stall	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3142	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-standard-noun	standard	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	597	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-star-verb	star	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	896	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stare-verb	stare	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2156	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-status-noun	status	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1177	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stay-noun	stay	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	395	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-steadily-adverb	steadily	adverb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3179	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-steady-adjective	steady	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2161	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-steam-noun	steam	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3021	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-steel-noun	steel	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2222	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-steep-adjective	steep	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3308	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stick-verb	stick	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1060	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strain-noun	strain	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2229	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strategic-adjective	strategic	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2882	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
v75	strategy	noun	B1	editorial-estimate		very-common	source-backed-rank	ngsl-gr-1.0	889	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-stream-noun	stream	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2198	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stream-verb	stream	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2198	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stress-noun	stress	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1094	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stretch-verb	stretch	verb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1683	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strike-verb	strike	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	826	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stripe-noun	stripe	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4587	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-struggle-noun	struggle	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1221	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-studio-noun	studio	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1533	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-substantial-adjective	substantial	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1944	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suddenly-adverb	suddenly	adverb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1047	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suffer-verb	suffer	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	888	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suicide-noun	suicide	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2907	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-summit-noun	summit	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3018	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-superior-adjective	superior	adjective	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2934	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-supply-noun	supply	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	864	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
b1-support	support	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	322	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-supporter-noun	supporter	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2159	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suppose-verb	suppose	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	660	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supposedly-adverb	supposedly	adverb	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4293	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-surely-adverb	surely	adverb	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1726	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surface-noun	surface	noun	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1211	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surgeon-noun	surgeon	noun	B1	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3774	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-surprise-verb	surprise	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	684	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surround-verb	surround	verb	B1	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1224	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suspect-noun	suspect	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1540	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suspicion-noun	suspicion	noun	B1	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3477	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
